split,image_file,label_file,class_ids
train,DR-1_3715.jpg,DR-1_3715.txt,0;1;2;3
train,DR-1_3558.jpg,DR-1_3558.txt,1;2;4;5
train,DR-2_8284.jpg,DR-2_8284.txt,0;1;2;3
train,DR-1_8519.jpg,DR-1_8519.txt,1;2;3
train,DR-2_17894_FeAp6y9.jpg,DR-2_17894_FeAp6y9.txt,1;2;4;5
train,DR-2_10453.jpg,DR-2_10453.txt,0;1;2;3;4
train,DR-2_7485_5bDvf77.jpg,DR-2_7485_5bDvf77.txt,0;1;2;3;5
train,DR-2_5683.jpg,DR-2_5683.txt,1;2;3;4;5
train,DR-2_18533_nK7yYVM.jpg,DR-2_18533_nK7yYVM.txt,0;2;3
train,DR-2_13701_SLPmXW3.jpg,DR-2_13701_SLPmXW3.txt,0;1;2;3
train,DR-2_14165.jpg,DR-2_14165.txt,1;2
train,DR-1_5488.jpg,DR-1_5488.txt,1;2;3
train,DR-1_5207.jpg,DR-1_5207.txt,0
train,DR-2_14960.jpg,DR-2_14960.txt,0;1;2;3;5
train,DR-1_5769.jpg,DR-1_5769.txt,0;2
train,DR-2_5349.jpg,DR-2_5349.txt,1;2;3
train,DR-2_2616_3pjsqQG.jpg,DR-2_2616_3pjsqQG.txt,0;1;2;3
train,DR-2_15207.jpg,DR-2_15207.txt,0;3;4
train,DR-2_11388_4Ak6Hta.jpg,DR-2_11388_4Ak6Hta.txt,1;2;3
train,DR-2_3426.jpg,DR-2_3426.txt,1;2;3
train,DR-2_16617.jpg,DR-2_16617.txt,0;1;2
train,DR-1_227.jpg,DR-1_227.txt,1;2;5
train,DR-1_3355.jpg,DR-1_3355.txt,1;2;3
train,DR-1_9331.jpg,DR-1_9331.txt,1;2;3
train,DR-1_5134.jpg,DR-1_5134.txt,1;2;3
train,DR-2_19044_KT4E6hA.jpg,DR-2_19044_KT4E6hA.txt,1;2;3
train,DR-1_9507.jpg,DR-1_9507.txt,0;1;2;3;4
train,DR-1_7505.jpg,DR-1_7505.txt,1;2;3
train,DR-2_4369.jpg,DR-2_4369.txt,0;1;2;3
train,DR-2_12973_v12PvhZ.jpg,DR-2_12973_v12PvhZ.txt,1;2;3
train,DR-1_5602.jpg,DR-1_5602.txt,0;1;3;5
train,DR-2_17680_A5OfzlS.jpg,DR-2_17680_A5OfzlS.txt,0;1;2;5
train,DR-2_207_wr8Ab3o.jpg,DR-2_207_wr8Ab3o.txt,0;1;2;3;4;5
train,DR-2_5889.jpg,DR-2_5889.txt,1;2;4;5
train,DR-2_18060.jpg,DR-2_18060.txt,0;1;2;3;4;5
train,DR-2_7167.jpg,DR-2_7167.txt,0;1;2;4;5
train,DR-2_8896.jpg,DR-2_8896.txt,0;1;2;5
train,DR-2_19181.jpg,DR-2_19181.txt,0;1;2;3
train,DR-1_6241.jpg,DR-1_6241.txt,0;1;2;3
train,DR-2_16038.jpg,DR-2_16038.txt,1;2;3
train,DR-2_19528_AiUTPto.jpg,DR-2_19528_AiUTPto.txt,1;2;3;5
train,DR-2_18411.jpg,DR-2_18411.txt,0;1;2;3;5
train,DR-2_1554.jpg,DR-2_1554.txt,1;2;4
train,DR-1_3639.jpg,DR-1_3639.txt,0;1;2;3;5
train,DR-2_14103_QOJXt1S.jpg,DR-2_14103_QOJXt1S.txt,1;2;3
train,DR-2_13519.jpg,DR-2_13519.txt,1;2;3
train,DR-2_1334.jpg,DR-2_1334.txt,0;1;2;3
train,DR-1_140.jpg,DR-1_140.txt,1;2;3
train,DR-2_455_YALhlvM.jpg,DR-2_455_YALhlvM.txt,1;2;3
train,DR-2_14326_urxrShc.jpg,DR-2_14326_urxrShc.txt,0;1;2;3;4
train,DR-2_8093_CZCqiwe.jpg,DR-2_8093_CZCqiwe.txt,0;1;2;3;5
train,DR-2_17473_so6BbJp.jpg,DR-2_17473_so6BbJp.txt,0;2;3
train,DR-2_17876.jpg,DR-2_17876.txt,0;1;2;3;5
train,DR-2_14681_dpcU4mf.jpg,DR-2_14681_dpcU4mf.txt,2;3
train,DR-1_1434.jpg,DR-1_1434.txt,0;2;3
train,DR-2_15733_55c82tM.jpg,DR-2_15733_55c82tM.txt,2
train,DR-1_4995.jpg,DR-1_4995.txt,0;1;2;5
train,DR-2_12143_JtrVaja.jpg,DR-2_12143_JtrVaja.txt,0;1;2;3;4
train,DR-2_3162.jpg,DR-2_3162.txt,1;2;4;5
train,DR-2_4960.jpg,DR-2_4960.txt,0;1;2;3
train,DR-2_4585_OTvfHCC.jpg,DR-2_4585_OTvfHCC.txt,0;1;2;3;4;5
train,DR-2_17344_8pwjxl4.jpg,DR-2_17344_8pwjxl4.txt,0;1;2;4;5
train,DR-2_16550_vk0la7T.jpg,DR-2_16550_vk0la7T.txt,0;1;2;4;5
train,DR-2_8059_3xEHLuG.jpg,DR-2_8059_3xEHLuG.txt,1;4;5
train,DR-2_291.jpg,DR-2_291.txt,1;2;3
train,DR-2_1469_43L83W1.jpg,DR-2_1469_43L83W1.txt,0;1;2;3;4;5
train,DR-1_6228.jpg,DR-1_6228.txt,0;2
train,DR-2_13726_jQ3l6Ac.jpg,DR-2_13726_jQ3l6Ac.txt,1;2;3
train,DR-2_14389.jpg,DR-2_14389.txt,0;3
train,DR-2_7537.jpg,DR-2_7537.txt,0;1;2
train,DR-2_17071_IeJh1tF.jpg,DR-2_17071_IeJh1tF.txt,0;1;3;5
train,DR-2_926.jpg,DR-2_926.txt,1;2;4;5
train,DR-2_2310_850aHaC.jpg,DR-2_2310_850aHaC.txt,0;1;4
train,DR-2_12301_yxLOBly.jpg,DR-2_12301_yxLOBly.txt,1;2;4;5
train,DR-2_13921_UprTki3.jpg,DR-2_13921_UprTki3.txt,2;3
train,DR-2_3814.jpg,DR-2_3814.txt,0;1;2;4
train,DR-1_5782.jpg,DR-1_5782.txt,0;1;2;3;4;5
train,DR-2_3425_oZA2yIa.jpg,DR-2_3425_oZA2yIa.txt,0;1;2;3
train,DR-2_11483_xbtn7PO.jpg,DR-2_11483_xbtn7PO.txt,1;2;4;5
train,DR-2_19489.jpg,DR-2_19489.txt,0;1;2;5
train,DR-2_14770.jpg,DR-2_14770.txt,0;1;2;3;4
train,DR-2_2702_E0uIobP.jpg,DR-2_2702_E0uIobP.txt,1;2;3
train,DR-2_3679_aAfNdco.jpg,DR-2_3679_aAfNdco.txt,1;2
train,DR-2_9929.jpg,DR-2_9929.txt,0;2;3
train,DR-2_2077_ObcKmKe.jpg,DR-2_2077_ObcKmKe.txt,0;1;2;3
train,DR-1_7059.jpg,DR-1_7059.txt,0;1;2;3;4;5
train,DR-2_12286_Uq9lD8d.jpg,DR-2_12286_Uq9lD8d.txt,0;1;2;3
train,DR-2_18907_602fkwy.jpg,DR-2_18907_602fkwy.txt,0;1;2;3;4
train,DR-2_9253_gnL2UJG.jpg,DR-2_9253_gnL2UJG.txt,0;1;2;3
train,DR-1_8559.jpg,DR-1_8559.txt,0;2
train,DR-2_19882.jpg,DR-2_19882.txt,0;1;2;3
train,DR-2_19375.jpg,DR-2_19375.txt,0;1;2;3;4
train,DR-2_3482_iunJbfw.jpg,DR-2_3482_iunJbfw.txt,1;2;3
train,DR-2_7963.jpg,DR-2_7963.txt,2;3
train,DR-2_18815_MIvK1lh.jpg,DR-2_18815_MIvK1lh.txt,0;1;2;3;4;5
train,DR-2_7302_nZ7FiZ7.jpg,DR-2_7302_nZ7FiZ7.txt,0;1;2;3;4;5
train,DR-1_5761.jpg,DR-1_5761.txt,1;2;4;5
train,DR-1_9282.jpg,DR-1_9282.txt,0;1;2;3;4
train,DR-2_18901.jpg,DR-2_18901.txt,0;1;2;3
train,DR-1_1167.jpg,DR-1_1167.txt,1;4;5
train,DR-2_14187_fnccQgj.jpg,DR-2_14187_fnccQgj.txt,1;2;5
train,DR-2_18307_9TqCbYh.jpg,DR-2_18307_9TqCbYh.txt,0;2;3
train,DR-2_699.jpg,DR-2_699.txt,0;1;2;3
train,DR-2_741.jpg,DR-2_741.txt,2;3
train,DR-2_4582.jpg,DR-2_4582.txt,0;1;2;3;4;5
train,DR-2_1132_JWnyo9g.jpg,DR-2_1132_JWnyo9g.txt,0;1;2;3
train,DR-2_16876.jpg,DR-2_16876.txt,0;3
train,DR-2_5308_cdziWcE.jpg,DR-2_5308_cdziWcE.txt,0;1;2;3
train,DR-2_11121.jpg,DR-2_11121.txt,0;1;2
train,DR-2_589_Ue9j0TA.jpg,DR-2_589_Ue9j0TA.txt,1;2;4;5
train,DR-1_5800.jpg,DR-1_5800.txt,0;1;2;3;4;5
train,DR-2_18678.jpg,DR-2_18678.txt,1;2
train,DR-2_14455.jpg,DR-2_14455.txt,1;2;3
train,DR-2_2694_2wgAWG8.jpg,DR-2_2694_2wgAWG8.txt,0;2;3
train,DR-2_15569.jpg,DR-2_15569.txt,0;1;2;3
train,DR-1_2539.jpg,DR-1_2539.txt,0;1;2
train,DR-1_8155.jpg,DR-1_8155.txt,0;1;2;3;4;5
train,DR-2_6306.jpg,DR-2_6306.txt,0;1;2
train,DR-1_5396.jpg,DR-1_5396.txt,0;1;2
train,DR-2_15995.jpg,DR-2_15995.txt,1;5
train,DR-2_3730.jpg,DR-2_3730.txt,0;1;2;3
train,DR-1_1981.jpg,DR-1_1981.txt,1;2;3
train,DR-2_2914.jpg,DR-2_2914.txt,1;2
train,DR-2_18180.jpg,DR-2_18180.txt,0;1;2;3
train,DR-1_5348.jpg,DR-1_5348.txt,0;1;2;3
train,DR-2_16043.jpg,DR-2_16043.txt,0;1;2;3
train,DR-1_1231.jpg,DR-1_1231.txt,0;1;2;3
train,DR-2_15452.jpg,DR-2_15452.txt,0;2
train,DR-2_11973_Ps8zLmn.jpg,DR-2_11973_Ps8zLmn.txt,2;3
train,DR-2_1428.jpg,DR-2_1428.txt,2;3
train,DR-2_19399.jpg,DR-2_19399.txt,0;1;2;3;5
train,DR-2_15840.jpg,DR-2_15840.txt,0;1;2;5
train,DR-2_15697_v7K9SZ5.jpg,DR-2_15697_v7K9SZ5.txt,1;2;3
train,DR-1_4617.jpg,DR-1_4617.txt,0;1;2;3;5
train,DR-2_8375_caPs8UK.jpg,DR-2_8375_caPs8UK.txt,1;3
train,DR-2_3019.jpg,DR-2_3019.txt,0;1;2
train,DR-1_4876.jpg,DR-1_4876.txt,0;1;2;3;5
train,DR-2_7892.jpg,DR-2_7892.txt,0;1;2;3;5
train,DR-2_17627_NbqQtQ4.jpg,DR-2_17627_NbqQtQ4.txt,1;2;3
train,DR-2_11447_DF4coX6.jpg,DR-2_11447_DF4coX6.txt,2;3
train,DR-1_578.jpg,DR-1_578.txt,0;1;2
train,DR-2_15095.jpg,DR-2_15095.txt,2
train,DR-2_4541.jpg,DR-2_4541.txt,1;2;4;5
train,DR-2_11995.jpg,DR-2_11995.txt,0;1;3;5
train,DR-2_8442.jpg,DR-2_8442.txt,1;2;3;5
train,DR-2_5762.jpg,DR-2_5762.txt,0;1;2;3
train,DR-2_14111_6QAsNSJ.jpg,DR-2_14111_6QAsNSJ.txt,5
train,DR-2_2111_OQOyRp8.jpg,DR-2_2111_OQOyRp8.txt,1;2;4;5
train,DR-2_9578_0nqfJye.jpg,DR-2_9578_0nqfJye.txt,0;1;2;3
train,DR-1_3804.jpg,DR-1_3804.txt,0;2;4
train,DR-1_9943.jpg,DR-1_9943.txt,0;2;3
train,DR-2_19749.jpg,DR-2_19749.txt,0;1;2;3
train,DR-2_16585.jpg,DR-2_16585.txt,0;1;2;3;4;5
train,DR-2_18625.jpg,DR-2_18625.txt,0;1;2;5
train,DR-2_6638_MQVKHMF.jpg,DR-2_6638_MQVKHMF.txt,0;3
train,DR-2_2473.jpg,DR-2_2473.txt,0;1;2;3
train,DR-2_6558.jpg,DR-2_6558.txt,0;1;2;4;5
train,DR-2_9762.jpg,DR-2_9762.txt,1;2;3
train,DR-2_6367_oUU1uj8.jpg,DR-2_6367_oUU1uj8.txt,0;1;2;3;4
train,DR-2_3920.jpg,DR-2_3920.txt,0;2;3
train,DR-2_10876.jpg,DR-2_10876.txt,2;3;5
train,DR-2_837.jpg,DR-2_837.txt,1;2;3
train,DR-2_11755_yxqMnNr.jpg,DR-2_11755_yxqMnNr.txt,0;1;2;3;4
train,DR-2_362_XJ5U261.jpg,DR-2_362_XJ5U261.txt,1;2;4;5
train,DR-2_4258_naZQBR7.jpg,DR-2_4258_naZQBR7.txt,0;1;2;3
train,DR-2_1026_Bfd1j1d.jpg,DR-2_1026_Bfd1j1d.txt,1;4;5
train,DR-2_8653.jpg,DR-2_8653.txt,1;2
train,DR-2_11539.jpg,DR-2_11539.txt,0;1;2
train,DR-2_7482.jpg,DR-2_7482.txt,1;2
train,DR-2_541_1tw7MzM.jpg,DR-2_541_1tw7MzM.txt,1;2;3
train,DR-2_3548.jpg,DR-2_3548.txt,1;2;3;4;5
train,DR-2_18263.jpg,DR-2_18263.txt,1;2;4;5
train,DR-2_17084_ZSNiGET.jpg,DR-2_17084_ZSNiGET.txt,1;2
train,DR-1_7198.jpg,DR-1_7198.txt,0;1;2;3
train,DR-1_792.jpg,DR-1_792.txt,0;1;2;3;5
train,DR-2_11274_HFImbQU.jpg,DR-2_11274_HFImbQU.txt,0;1;2;3
train,DR-2_2642_BO51Vmw.jpg,DR-2_2642_BO51Vmw.txt,0;2
train,DR-2_7146.jpg,DR-2_7146.txt,1;2;3
train,DR-2_7906_tzgBEqA.jpg,DR-2_7906_tzgBEqA.txt,1;2;3
train,DR-1_9994.jpg,DR-1_9994.txt,0;1;2;3;4
train,DR-2_17378_91UIcg2.jpg,DR-2_17378_91UIcg2.txt,1;2;4;5
train,DR-2_13778_Avx8FOi.jpg,DR-2_13778_Avx8FOi.txt,0;1;2
train,DR-2_12991.jpg,DR-2_12991.txt,0;1;2;3
train,DR-2_7742.jpg,DR-2_7742.txt,0;1;2;3;4;5
train,DR-2_12824.jpg,DR-2_12824.txt,1;2;3
train,DR-2_4939_7AfCKGF.jpg,DR-2_4939_7AfCKGF.txt,0;1;2;3;5
train,DR-1_7949.jpg,DR-1_7949.txt,0;1;2
train,DR-2_4927_C1CQsAM.jpg,DR-2_4927_C1CQsAM.txt,0;1;3;4;5
train,DR-2_8440.jpg,DR-2_8440.txt,0;1;2;3;5
train,DR-2_17740.jpg,DR-2_17740.txt,1;2;4;5
train,DR-2_9942_77MQBPZ.jpg,DR-2_9942_77MQBPZ.txt,1;2
train,DR-2_4315.jpg,DR-2_4315.txt,1;2;4;5
train,DR-2_2_dlGb4gt.jpg,DR-2_2_dlGb4gt.txt,1;2
train,DR-2_14519_O2ocsgH.jpg,DR-2_14519_O2ocsgH.txt,0;1;2
train,DR-2_16557_FabOL2v.jpg,DR-2_16557_FabOL2v.txt,0;2;3;4
train,DR-2_3836_JXddDpu.jpg,DR-2_3836_JXddDpu.txt,0;1;2;3;4
train,DR-1_5231.jpg,DR-1_5231.txt,0;1;2;3
train,DR-2_1370.jpg,DR-2_1370.txt,0;1;2;3
train,DR-2_14994_TW7GYAD.jpg,DR-2_14994_TW7GYAD.txt,0;1;2;3;4;5
train,DR-2_16337.jpg,DR-2_16337.txt,1;2
train,DR-2_11463.jpg,DR-2_11463.txt,0;1;2;3;4;5
train,DR-1_6029.jpg,DR-1_6029.txt,1;4;5
train,DR-2_2893_tEh6hka.jpg,DR-2_2893_tEh6hka.txt,1;2;3
train,DR-2_13702.jpg,DR-2_13702.txt,1;2;3
train,DR-2_8700.jpg,DR-2_8700.txt,0;1;2;4
train,DR-2_4286_wRoJ82T.jpg,DR-2_4286_wRoJ82T.txt,0;1;2;3;5
train,DR-2_11176.jpg,DR-2_11176.txt,0;1;2;3;4
train,DR-2_7082.jpg,DR-2_7082.txt,0;1;2;3;4
train,DR-1_5084.jpg,DR-1_5084.txt,1;2;5
train,DR-2_7440.jpg,DR-2_7440.txt,0;1;2;4;5
train,DR-2_13523.jpg,DR-2_13523.txt,0;1;2;3;4
train,DR-2_10092_g11oJrP.jpg,DR-2_10092_g11oJrP.txt,1;2;3
train,DR-2_11548.jpg,DR-2_11548.txt,1;2;4;5
train,DR-2_2856_kaZcBPr.jpg,DR-2_2856_kaZcBPr.txt,0;1;5
train,DR-2_15475_QTX5BiT.jpg,DR-2_15475_QTX5BiT.txt,0;1;2;3;5
train,DR-2_1229_Uzrbsya.jpg,DR-2_1229_Uzrbsya.txt,1;2
train,DR-2_18553.jpg,DR-2_18553.txt,0;1;2;3;4;5
train,DR-2_106_3KK1BgP.jpg,DR-2_106_3KK1BgP.txt,0;1;2;3;4
train,DR-2_15900.jpg,DR-2_15900.txt,0;3
train,DR-1_3776.jpg,DR-1_3776.txt,0;1;3;4
train,DR-2_4881_wFyl587.jpg,DR-2_4881_wFyl587.txt,1;2;3
train,DR-2_4074_hYuw76m.jpg,DR-2_4074_hYuw76m.txt,0;1;2;3
train,DR-2_177_YpYqjUq.jpg,DR-2_177_YpYqjUq.txt,0;1;2;4;5
train,DR-2_6693_U04EW8X.jpg,DR-2_6693_U04EW8X.txt,1;2;3
train,DR-2_14383.jpg,DR-2_14383.txt,0;1;2;3;5
train,DR-2_19361.jpg,DR-2_19361.txt,1;2;3
train,DR-2_900_zM97iqt.jpg,DR-2_900_zM97iqt.txt,1;2;4;5
